restaurant_id,items_count,prep_complexity,time_of_day,orders_last_10min,external_load,merchant_reliability,rider_distance_km,actual_kpt,complexity_score,rush_factor,merchant_speed_inverse,kitchen_load_index
24,3,2,9,6,13,0.7280372436302206,0.9318133843842844,15.889377532910087,6,1.0,1.3735561040994115,6.937355610409941
154,2,1,19,8,2,0.8801540532573173,4.971641135572212,5.541392318408255,2,1.5,1.136164738774026,6.470424710816104
188,7,2,8,7,8,0.6454972077654897,3.88694300545076,20.677002251299278,14,1.0,1.5491933783287593,8.754919337832876
124,2,3,14,12,9,0.9316274584864364,2.469623172011203,16.140773175150617,6,1.5,1.0733904318628014,12.761008564779422
41,1,3,22,13,2,0.9044029160743656,3.2817584734983107,10.213422450479225,3,1.0,1.105701874934881,6.610570187493488
157,5,1,20,11,9,0.6745227672697095,0.8940776776980355,14.853266415977028,5,1.5,1.482529646920202,11.77237944703803
15,2,2,20,7,11,0.8876657527115557,2.728857441603245,13.30195558117451,4,1.5,1.126550164794909,9.468982524719237
45,2,1,0,17,13,0.8674052725871286,4.688745871178695,18.41808574847571,2,1.0,1.15286364010377,10.115286364010377
65,3,2,1,15,7,0.8992483200443705,4.534704311247403,14.692443832815641,6,1.0,1.112039886769717,9.31120398867697
89,5,2,18,10,0,0.6755714221794777,2.018213804674155,13.49472601933145,10,1.0,1.4802283920978705,7.148022839209787
71,6,2,13,15,3,0.6630361288625874,2.891155387196025,21.775158516544863,12,1.5,1.5082134388596002,15.526232015828938
9,1,3,7,13,3,0.6945935943691017,3.6382258583944105,10.401393705851529,3,1.0,1.4396907891272714,6.8439690789127265
88,2,2,5,2,5,0.7463486812595903,2.0300417010855742,4.419117304928757,4,1.0,1.3398563233371432,3.1339856323337143
129,5,3,11,1,11,0.9174659924143205,0.7919564814227231,15.022301121675888,15,1.0,1.089958655980796,7.20899586559808
136,7,2,14,2,11,0.89516957499154,2.7744874552301213,17.807969458177332,14,1.5,1.117106778354761,10.967566016753214
63,5,3,13,3,1,0.9701806369114132,3.207360811205014,11.878788456876466,15,1.5,1.030735887683264,9.00461038315249
139,1,4,20,4,6,0.6234518236394462,0.5262872005467961,8.077566431831077,4,1.5,1.6039731733599334,6.24059597600399
81,5,3,0,9,4,0.6046225124056742,0.9300891809233878,17.614627195448314,15,1.0,1.6539245222960628,9.065392452229606
136,5,3,10,19,9,0.8796555318803196,1.4328078961736852,28.488580251642148,15,1.0,1.1368086299218019,14.013680862992182
163,5,1,2,1,5,0.7117149983176663,2.0662352914592037,5.977002831871664,5,1.0,1.405056802742354,3.040505680274235
163,7,2,18,11,10,0.733631558213527,2.9347305027376116,24.189075416039515,14,1.0,1.363082038666806,10.736308203866683
33,2,4,17,4,13,0.8187208103658049,1.8222931344184938,16.44564654596456,8,1.0,1.2214175911238894,6.722141759112389
123,1,1,19,4,5,0.6409652492507194,1.7428271648292668,4.241779663569726,1,1.5,1.560146983270915,4.584022047490638
5,7,2,1,0,13,0.8570777666192199,4.412072047158868,18.652532321735123,14,1.0,1.166755268829972,6.916675526882998
41,5,4,6,3,13,0.73005897849246,1.1527278836064183,22.16434381283302,20,1.0,1.369752348043108,9.936975234804311
28,5,4,7,11,11,0.8530860497203967,2.729570599275621,26.92612185346361,20,1.0,1.1722146908014204,12.717221469080144
135,2,4,18,11,13,0.9336027652293544,4.787711226212612,16.073379584413008,8,1.0,1.0711193638702796,9.507111936387028
72,1,2,21,15,10,0.6684445333349719,3.3125596210222064,15.450221211010291,2,1.5,1.4960104393566467,13.124401565903497
12,3,4,14,16,5,0.9723492371658081,3.7274246595249734,20.357894224299862,12,1.5,1.028437069498597,16.65426556042479
162,7,4,9,9,9,0.8122752564249776,2.440566461257732,31.70384728387841,28,1.0,1.2311097649351588,13.923110976493517
33,2,1,21,16,11,0.9691711060695873,0.5896947520387381,12.04140255104425,2,1.5,1.0318095470834219,13.954771432062513
48,1,3,0,16,7,0.6830920328807113,3.4075866576524243,10.155104200120679,3,1.0,1.4639315814925198,8.846393158149253
151,7,2,5,17,9,0.841825065841695,3.3436592664265583,21.95108804569677,14,1.0,1.1878952535110776,12.918789525351109
62,5,3,12,1,3,0.7615548469294419,0.996924364084999,13.57512760239559,15,1.5,1.3131030601826768,8.446965459027401
37,1,1,13,3,9,0.9096888764624053,2.5797187113108415,6.627528463707084,1,1.5,1.0992769350866378,5.114891540262996
99,1,3,2,18,7,0.8423635772853185,4.618980250995427,17.27394642975556,3,1.0,1.187135848421528,9.618713584842153
172,6,4,10,10,8,0.7978061827833274,1.422881743873888,26.79536529979512,24,1.0,1.253437265315836,12.925343726531583
104,1,4,2,16,12,0.9651941625724034,2.5749443958534965,17.286895710451475,4,1.0,1.0360609696756073,10.10360609696756
35,3,2,18,11,12,0.7508468256686721,2.5749643334023418,14.496253881168682,6,1.0,1.3318295633859045,8.733182956338592
193,1,2,9,1,3,0.6879920819592726,4.148426606664373,5.058809463701184,2,1.0,1.4535051001636345,1.7453505100163635
101,3,2,14,5,0,0.8432404747408366,4.210591416482501,4.694820558864645,6,1.5,1.1859013294011322,5.877885199410169
175,5,1,10,8,2,0.8496113748691255,3.9167123884852635,10.457834322279165,5,1.0,1.1770087237285876,5.217700872372859
131,3,2,14,4,0,0.7756378486287502,2.144543716347232,5.146099962261517,6,1.5,1.28926147913991,5.293389221870987
1,7,1,23,19,6,0.794644017475753,0.8241661625833405,21.561203178586688,7,1.0,1.2584251287470531,11.025842512874707
5,5,4,12,8,11,0.9838213657199599,2.072673397508064,24.698272595345525,20,1.5,1.016444686854509,17.252466703028176
142,5,3,4,7,0,0.8930742765587205,3.5590604057210284,14.736026184736922,15,1.0,1.1197276937068392,7.411972769370685
103,3,4,3,19,10,0.6442407005930307,3.6623595852008437,23.20335836934752,12,1.0,1.5522148772648001,13.35522148772648
27,2,4,12,7,3,0.6848520283482444,4.842500942645236,15.064330088272685,8,1.5,1.4601694360340043,8.919025415405102
137,4,4,8,5,12,0.9902306537742236,2.5413855414966884,21.801170247432964,16,1.0,1.0098657279377699,9.300986572793777
15,1,2,16,2,13,0.8905862215174125,3.3459601232313068,8.542739976067404,2,1.0,1.122855907534887,4.112285590753489
90,6,2,1,4,0,0.9660180504578613,2.9263589182513927,10.547073141876998,12,1.0,1.0351773442805052,5.30351773442805
42,4,2,23,8,12,0.7215445855954888,1.1777835205095681,14.435444524025288,8,1.0,1.3859157423719044,8.138591574237191
124,1,3,4,6,12,0.8967467440346368,2.5754111245946123,11.553048601851025,3,1.0,1.1151420472415732,5.811514204724158
179,1,2,15,3,1,0.8856010834094046,2.951758196100474,1.9953925822497431,2,1.0,1.1291765770545132,2.112917657705452
63,5,1,6,6,10,0.71787599417575,4.778373227190164,11.279288857581772,5,1.0,1.3929982449798712,6.039299824497988
96,1,4,0,4,14,0.8203265301802821,2.1494257448403022,12.741287988653315,4,1.0,1.2190267694746277,5.721902676947463
52,6,3,11,10,13,0.8509660445081181,4.9104459639859,25.766973226240427,18,1.0,1.1751350203145035,12.117513502031448
96,1,3,20,14,0,0.792452724330986,2.94035033310838,9.251396083659587,3,1.5,1.2619049304729593,9.939285739570943
132,3,3,10,1,12,0.9308714826632051,1.5911115948637589,14.809553605510924,9,1.0,1.0742621496353284,5.6074262149635326
151,4,3,11,12,4,0.9331476167191958,1.362489741571135,15.295964127438806,12,1.0,1.0716418089517787,9.307164180895178
143,3,3,18,15,6,0.9402402193206227,1.1376271276710428,14.009765983650661,9,1.0,1.0635579923634377,10.006355799236342
171,6,1,11,6,2,0.9213694276392651,2.5381979175805385,5.965265711482761,6,1.0,1.0853409826742377,4.708534098267425
29,1,4,11,7,13,0.7952333908788578,0.5986689340501545,12.613616839772833,4,1.0,1.2574924688396736,6.725749246883967
36,7,3,13,5,7,0.7525753192596029,2.502703774916894,23.183949569488085,21,1.5,1.3287706551203646,14.749315598268058
13,6,4,1,6,13,0.9325505134857482,4.947821114701759,25.946671042816217,24,1.0,1.0723279710201805,12.307232797102017
160,5,2,1,17,14,0.7960805834225068,3.5154805807501996,30.982772436151585,10,1.0,1.2561542396886551,12.725615423968867
71,3,3,3,19,4,0.6985485594511928,3.919037545401821,19.567224789986856,9,1.0,1.4315397068253055,11.243153970682531
187,3,3,19,6,4,0.8029374129288865,1.0355242582321815,11.497688310955615,9,1.5,1.2454270829805842,9.036814062447087
86,2,4,22,2,12,0.6567399287676968,2.6289538767054084,9.707251126794054,8,1.0,1.5226727600930166,5.752267276009302
28,1,3,15,4,4,0.8766517962395195,1.7880039546157125,2.1610990052228387,3,1.0,1.1407037597933345,3.414070375979333
66,5,3,9,0,7,0.7343685126495625,4.523438875950632,10.465072045423494,15,1.0,1.361714156823055,6.036171415682306
170,7,3,12,14,1,0.7042635193789817,1.3158161240626063,27.034310965050437,21,1.5,1.419923043695062,18.36298845655426
45,3,1,1,2,1,0.982603498493898,2.564299972115339,4.559694904899175,3,1.0,1.0177044978292533,2.001770449782925
62,3,1,2,7,14,0.910752398303323,3.1462147325553698,11.775590005837643,3,1.0,1.0979932656372247,6.6097993265637225
185,5,3,18,8,13,0.9148278010895726,2.813184912103397,19.040521108253362,15,1.0,1.0931018917538209,10.409310189175383
134,6,1,5,14,11,0.8494887877116734,4.236095875866833,16.44597240229684,6,1.0,1.177178574297336,9.717717857429735
28,6,2,18,9,7,0.9356691242041189,1.5415392709383817,19.471538101296776,12,1.0,1.0687538726369763,8.706875387263697
28,1,3,20,1,8,0.9036649924653525,2.198259996906611,4.184360247962069,3,1.5,1.1066047797999004,4.515990716969985
108,2,2,19,19,10,0.8395094816534466,4.064379334582786,16.116895474094083,4,1.5,1.1911717757260598,16.37867576635891
44,3,4,18,4,11,0.9844497607406869,2.876321352815622,14.769100022382517,12,1.0,1.0157958687984374,7.501579586879843
84,2,2,7,18,9,0.6766379798737692,2.309528235415808,16.561002141037452,4,1.0,1.4778951666097075,10.347789516660972
30,6,4,13,12,9,0.9773518875979004,0.6324913163517418,30.42146981661296,24,1.5,1.023172935653466,20.853475940348023
190,6,3,9,10,1,0.760575264799546,3.890234408070242,14.964387060048864,18,1.0,1.3147942699182518,9.731479426991823
75,4,4,2,0,3,0.8113595933605946,4.874819350850421,13.015939034606562,16,1.0,1.232499138708732,5.523249913870874
128,7,4,5,14,7,0.6490957278177235,3.291291542698295,31.60818006351722,28,1.0,1.5406048093430311,15.554060480934304
92,1,2,14,17,1,0.8160429755687164,4.354435493099576,9.596830082328372,2,1.5,1.2254256576414744,11.583813848646223
190,4,2,22,15,3,0.8444827007432774,2.8259408443771674,16.71995404517405,8,1.0,1.1841568798506388,9.118415687985063
129,7,2,22,8,9,0.9990806167234096,1.5425643444051407,15.898223297092489,14,1.0,1.0009202293200379,9.300092022932004
121,4,3,17,0,12,0.9900769644286106,0.5649894690581546,13.979706694765458,12,1.0,1.0100224890871148,6.101002248908712
27,4,3,13,10,12,0.9865589167497149,3.4402922041549515,20.589431075800007,12,1.5,1.0136242073555706,15.152043631103336
190,1,2,18,8,0,0.739355224040823,2.7189898171171007,6.080504252194218,2,1.0,1.3525298361113436,3.9352529836111345
121,1,3,9,10,1,0.9965065994980173,4.019441661894207,8.320720368487063,3,1.0,1.0035056471314314,5.200350564713144
116,5,3,14,12,6,0.7821912606380443,3.6260708784588704,21.779427502320406,15,1.5,1.278459694351847,15.941768954152778
3,2,4,3,1,0,0.9407345035047602,4.945785656929541,6.557062701252982,8,1.0,1.0629991738098719,2.906299917380987
103,2,4,22,13,11,0.6865279876075888,2.796406625354179,16.565339363059056,8,1.0,1.4566048552292787,9.945660485522929
198,5,2,1,5,0,0.8023332718626409,2.4222865535285423,12.126680825228991,10,1.0,1.2463648649126438,5.124636486491265
155,5,3,2,7,1,0.9864048384510422,1.7903286024768272,12.358062948899795,15,1.0,1.013782537371072,7.601378253737108
137,6,4,6,17,3,0.978812558769371,2.645875813060735,29.683063861359894,24,1.0,1.021646065981486,14.702164606598148
62,7,1,22,15,6,0.8734939511285706,4.42792165155315,14.491228951303093,7,1.0,1.1448276186778181,9.414482761867783
165,4,3,15,11,3,0.9191257290212239,0.6909787660628357,12.426121077788245,12,1.0,1.0879904331096237,8.708799043310963
51,5,1,9,10,4,0.6705706786409605,4.9005502127878495,9.518638940717086,5,1.0,1.4912671130009605,6.449126711300096
172,3,2,18,5,3,0.8886634197936629,4.969882374385091,7.285773047481776,6,1.0,1.125285431724182,4.512528543172419
152,2,3,16,2,3,0.8472203233341489,3.190196203645558,8.579377021451055,6,1.0,1.1803305143396494,3.318033051433965
59,5,2,18,13,8,0.6366206943004984,1.9919489166293063,22.16610375401009,10,1.0,1.570794052019897,9.957079405201988
118,3,2,4,1,14,0.6452636026358705,1.5037203574491071,10.85019137623705,6,1.0,1.5497542336419543,5.154975423364196
160,3,2,22,10,5,0.6433774471005047,1.7442067805819543,9.235187464592629,6,1.0,1.5542975659260025,6.9554297565926
96,3,2,19,2,11,0.8897427739319342,0.7254744192723733,7.108272934406624,6,1.5,1.123920338887181,7.368588050833077
180,6,2,12,17,2,0.656686083299029,2.637999313175115,21.03036645888663,12,1.5,1.5227976127897314,16.42841964191846
113,6,3,12,0,5,0.7870929084457882,0.7579592188898263,16.742128694724077,18,1.5,1.2704980432038488,9.790574706480577
62,3,1,10,0,12,0.742792722351103,3.7331339664916636,5.699679319051044,3,1.0,1.3462705946213085,3.434627059462131
186,7,3,10,11,6,0.8202016563080872,2.173682549897843,22.411140827819096,21,1.0,1.2192123635804708,12.021921236358045
52,6,3,15,14,6,0.882590594887761,1.3971412928622344,26.019368269104227,18,1.0,1.1330281625391327,12.313302816253913
12,4,3,14,4,7,0.8738890148885328,2.951841010262173,11.296243603661754,12,1.5,1.144310070229631,10.071646510534444
39,3,4,16,5,12,0.8062079663657507,4.881916882593562,16.098959685594668,12,1.0,1.240374744134359,8.124037474413436
130,4,4,21,15,3,0.7857339494441542,3.6280897205828824,22.675516971951748,16,1.5,1.272695421532215,17.290904313229834
131,4,3,17,11,0,0.7591262380489034,2.712860825468721,10.679936626992472,12,1.0,1.3173039606300359,8.131730396063004
113,3,1,18,11,5,0.9447639793217517,3.996114346645278,11.51716855182862,3,1.0,1.0584654176992463,6.405846541769925
101,2,3,3,2,7,0.732340721949058,3.818644123545449,12.795881296559223,6,1.0,1.3654846303488235,4.136548463034883
113,7,2,21,1,4,0.7037463284669979,4.512809574760071,12.620284986795662,14,1.5,1.4209665607468882,8.313144984112034
184,3,4,21,6,12,0.8973261974621085,1.4210102641727638,17.336042384348463,12,1.5,1.114421938006805,12.76716329070102
81,3,4,22,1,2,0.7439053846786906,4.364949093164293,9.80084009937356,12,1.0,1.3442569721846043,4.53442569721846
187,6,3,4,6,3,0.9387994399029074,1.854617391687645,18.072099897604783,18,1.0,1.0651902392521901,8.50651902392522
113,3,3,6,10,7,0.7311554874548579,4.7344951752129365,13.77774223493686,9,1.0,1.3676981396679195,8.236769813966792
2,2,1,1,10,5,0.8807779298298353,1.7647931702603084,6.089778823221362,2,1.0,1.135359965471885,5.713535996547188
130,6,1,0,13,12,0.6180436025141344,4.670818444232043,16.65769449010485,6,1.0,1.6180088199798661,9.561800881997987
54,1,2,11,2,14,0.754225152044128,4.83705821508836,8.598753535642391,2,1.0,1.3258640305083491,4.332586403050835
87,1,3,9,13,12,0.7372920699870206,1.154711108556564,12.728594979952659,3,1.0,1.3563146013731087,8.635631460137311
129,4,3,7,10,4,0.9266714957103693,4.8852494746825235,13.05343975480045,12,1.0,1.0791310670815641,8.507913106708157
147,7,3,0,3,12,0.986822161291324,0.8857533579317702,21.745515422268667,21,1.0,1.013353813103905,10.00133538131039
126,4,4,11,16,8,0.7843525106771846,1.4835550397563488,22.164472206371954,16,1.0,1.2749369529481487,12.927493695294814
130,2,2,1,15,9,0.9299345108615032,2.49875951392762,16.183724868649488,4,1.0,1.0753445412769844,9.107534454127698
53,5,1,9,2,2,0.879877880382946,4.971188145702696,-2.442914255136257,5,1.0,1.1365213540369643,2.813652135403696
172,7,4,21,9,6,0.9869543950654773,2.698533730244207,26.489823361484337,28,1.5,1.0132180422922754,19.95198270634384
160,1,4,16,14,8,0.9244434057371299,2.9768424943031864,16.578172798717436,4,1.0,1.0817319846666253,8.508173198466663
198,4,4,2,7,10,0.6309912263854922,3.6249122728564185,20.29458055960545,16,1.0,1.5848080895328787,9.758480808953287
160,1,4,6,17,12,0.8853126889528944,4.857321012228281,17.997233274637406,4,1.0,1.1295444112325468,10.512954441123256
