restaurant_id,items_count,prep_complexity,time_of_day,orders_last_10min,external_load,merchant_reliability,rider_distance_km,actual_kpt
28,5,4,7,11,11,0.8530860497203967,2.729570599275621,26.92612185346361
135,2,4,18,11,13,0.9336027652293544,4.787711226212612,16.073379584413008
72,1,2,21,15,10,0.6684445333349719,3.3125596210222064,15.450221211010291
12,3,4,14,16,5,0.9723492371658081,3.7274246595249734,20.357894224299862
162,7,4,9,9,9,0.8122752564249776,2.440566461257732,31.70384728387841
33,2,1,21,16,11,0.9691711060695873,0.5896947520387381,12.04140255104425
48,1,3,0,16,7,0.6830920328807113,3.4075866576524243,10.155104200120679
151,7,2,5,17,9,0.841825065841695,3.3436592664265583,21.95108804569677
62,5,3,12,1,3,0.7615548469294419,0.996924364084999,13.57512760239559
37,1,1,13,3,9,0.9096888764624053,2.5797187113108415,6.627528463707084
99,1,3,2,18,7,0.8423635772853185,4.618980250995427,17.27394642975556
172,6,4,10,10,8,0.7978061827833274,1.422881743873888,26.79536529979512
104,1,4,2,16,12,0.9651941625724034,2.5749443958534965,17.286895710451475
35,3,2,18,11,12,0.7508468256686721,2.5749643334023418,14.496253881168682
193,1,2,9,1,3,0.6879920819592726,4.148426606664373,5.058809463701184
101,3,2,14,5,0,0.8432404747408366,4.210591416482501,4.694820558864645
175,5,1,10,8,2,0.8496113748691255,3.9167123884852635,10.457834322279165
131,3,2,14,4,0,0.7756378486287502,2.144543716347232,5.146099962261517
1,7,1,23,19,6,0.794644017475753,0.8241661625833405,21.561203178586688
5,5,4,12,8,11,0.9838213657199599,2.072673397508064,24.698272595345525
142,5,3,4,7,0,0.8930742765587205,3.5590604057210284,14.736026184736922
103,3,4,3,19,10,0.6442407005930307,3.6623595852008437,23.20335836934752
27,2,4,12,7,3,0.6848520283482444,4.842500942645236,15.064330088272685
137,4,4,8,5,12,0.9902306537742236,2.5413855414966884,21.801170247432964
15,1,2,16,2,13,0.8905862215174125,3.3459601232313068,8.542739976067404
90,6,2,1,4,0,0.9660180504578613,2.9263589182513927,10.547073141876998
42,4,2,23,8,12,0.7215445855954888,1.1777835205095681,14.435444524025288
124,1,3,4,6,12,0.8967467440346368,2.5754111245946123,11.553048601851025
179,1,2,15,3,1,0.8856010834094046,2.951758196100474,1.9953925822497431
63,5,1,6,6,10,0.71787599417575,4.778373227190164,11.279288857581772
96,1,4,0,4,14,0.8203265301802821,2.1494257448403022,12.741287988653315
52,6,3,11,10,13,0.8509660445081181,4.9104459639859,25.766973226240427
96,1,3,20,14,0,0.792452724330986,2.94035033310838,9.251396083659587
132,3,3,10,1,12,0.9308714826632051,1.5911115948637589,14.809553605510924
151,4,3,11,12,4,0.9331476167191958,1.362489741571135,15.295964127438806
143,3,3,18,15,6,0.9402402193206227,1.1376271276710428,14.009765983650661
171,6,1,11,6,2,0.9213694276392651,2.5381979175805385,5.965265711482761
29,1,4,11,7,13,0.7952333908788578,0.5986689340501545,12.613616839772833
36,7,3,13,5,7,0.7525753192596029,2.502703774916894,23.183949569488085
13,6,4,1,6,13,0.9325505134857482,4.947821114701759,25.946671042816217
160,5,2,1,17,14,0.7960805834225068,3.5154805807501996,30.982772436151585
71,3,3,3,19,4,0.6985485594511928,3.919037545401821,19.567224789986856
187,3,3,19,6,4,0.8029374129288865,1.0355242582321815,11.497688310955615
86,2,4,22,2,12,0.6567399287676968,2.6289538767054084,9.707251126794054
28,1,3,15,4,4,0.8766517962395195,1.7880039546157125,2.1610990052228387
66,5,3,9,0,7,0.7343685126495625,4.523438875950632,10.465072045423494
170,7,3,12,14,1,0.7042635193789817,1.3158161240626063,27.034310965050437
45,3,1,1,2,1,0.982603498493898,2.564299972115339,4.559694904899175
62,3,1,2,7,14,0.910752398303323,3.1462147325553698,11.775590005837643
185,5,3,18,8,13,0.9148278010895726,2.813184912103397,19.040521108253362
134,6,1,5,14,11,0.8494887877116734,4.236095875866833,16.44597240229684
28,6,2,18,9,7,0.9356691242041189,1.5415392709383817,19.471538101296776
28,1,3,20,1,8,0.9036649924653525,2.198259996906611,4.184360247962069
108,2,2,19,19,10,0.8395094816534466,4.064379334582786,16.116895474094083
44,3,4,18,4,11,0.9844497607406869,2.876321352815622,14.769100022382517
84,2,2,7,18,9,0.6766379798737692,2.309528235415808,16.561002141037452
30,6,4,13,12,9,0.9773518875979004,0.6324913163517418,30.42146981661296
190,6,3,9,10,1,0.760575264799546,3.890234408070242,14.964387060048864
75,4,4,2,0,3,0.8113595933605946,4.874819350850421,13.015939034606562
128,7,4,5,14,7,0.6490957278177235,3.291291542698295,31.60818006351722
92,1,2,14,17,1,0.8160429755687164,4.354435493099576,9.596830082328372
190,4,2,22,15,3,0.8444827007432774,2.8259408443771674,16.71995404517405
129,7,2,22,8,9,0.9990806167234096,1.5425643444051407,15.898223297092489
121,4,3,17,0,12,0.9900769644286106,0.5649894690581546,13.979706694765458
27,4,3,13,10,12,0.9865589167497149,3.4402922041549515,20.589431075800007
190,1,2,18,8,0,0.739355224040823,2.7189898171171007,6.080504252194218
121,1,3,9,10,1,0.9965065994980173,4.019441661894207,8.320720368487063
116,5,3,14,12,6,0.7821912606380443,3.6260708784588704,21.779427502320406
3,2,4,3,1,0,0.9407345035047602,4.945785656929541,6.557062701252982
103,2,4,22,13,11,0.6865279876075888,2.796406625354179,16.565339363059056
198,5,2,1,5,0,0.8023332718626409,2.4222865535285423,12.126680825228991
155,5,3,2,7,1,0.9864048384510422,1.7903286024768272,12.358062948899795
137,6,4,6,17,3,0.978812558769371,2.645875813060735,29.683063861359894
62,7,1,22,15,6,0.8734939511285706,4.42792165155315,14.491228951303093
165,4,3,15,11,3,0.9191257290212239,0.6909787660628357,12.426121077788245
51,5,1,9,10,4,0.6705706786409605,4.9005502127878495,9.518638940717086
172,3,2,18,5,3,0.8886634197936629,4.969882374385091,7.285773047481776
152,2,3,16,2,3,0.8472203233341489,3.190196203645558,8.579377021451055
59,5,2,18,13,8,0.6366206943004984,1.9919489166293063,22.16610375401009
118,3,2,4,1,14,0.6452636026358705,1.5037203574491071,10.85019137623705
160,3,2,22,10,5,0.6433774471005047,1.7442067805819543,9.235187464592629
96,3,2,19,2,11,0.8897427739319342,0.7254744192723733,7.108272934406624
180,6,2,12,17,2,0.656686083299029,2.637999313175115,21.03036645888663
113,6,3,12,0,5,0.7870929084457882,0.7579592188898263,16.742128694724077
62,3,1,10,0,12,0.742792722351103,3.7331339664916636,5.699679319051044
186,7,3,10,11,6,0.8202016563080872,2.173682549897843,22.411140827819096
52,6,3,15,14,6,0.882590594887761,1.3971412928622344,26.019368269104227
12,4,3,14,4,7,0.8738890148885328,2.951841010262173,11.296243603661754
39,3,4,16,5,12,0.8062079663657507,4.881916882593562,16.098959685594668
130,4,4,21,15,3,0.7857339494441542,3.6280897205828824,22.675516971951748
131,4,3,17,11,0,0.7591262380489034,2.712860825468721,10.679936626992472
113,3,1,18,11,5,0.9447639793217517,3.996114346645278,11.51716855182862
101,2,3,3,2,7,0.732340721949058,3.818644123545449,12.795881296559223
113,7,2,21,1,4,0.7037463284669979,4.512809574760071,12.620284986795662
184,3,4,21,6,12,0.8973261974621085,1.4210102641727638,17.336042384348463
81,3,4,22,1,2,0.7439053846786906,4.364949093164293,9.80084009937356
187,6,3,4,6,3,0.9387994399029074,1.854617391687645,18.072099897604783
113,3,3,6,10,7,0.7311554874548579,4.7344951752129365,13.77774223493686
2,2,1,1,10,5,0.8807779298298353,1.7647931702603084,6.089778823221362
130,6,1,0,13,12,0.6180436025141344,4.670818444232043,16.65769449010485
54,1,2,11,2,14,0.754225152044128,4.83705821508836,8.598753535642391
87,1,3,9,13,12,0.7372920699870206,1.154711108556564,12.728594979952659
129,4,3,7,10,4,0.9266714957103693,4.8852494746825235,13.05343975480045
147,7,3,0,3,12,0.986822161291324,0.8857533579317702,21.745515422268667
126,4,4,11,16,8,0.7843525106771846,1.4835550397563488,22.164472206371954
130,2,2,1,15,9,0.9299345108615032,2.49875951392762,16.183724868649488
53,5,1,9,2,2,0.879877880382946,4.971188145702696,-2.442914255136257
172,7,4,21,9,6,0.9869543950654773,2.698533730244207,26.489823361484337
160,1,4,16,14,8,0.9244434057371299,2.9768424943031864,16.578172798717436
198,4,4,2,7,10,0.6309912263854922,3.6249122728564185,20.29458055960545
160,1,4,6,17,12,0.8853126889528944,4.857321012228281,17.997233274637406
68,2,2,11,2,10,0.8141998861689494,4.0250813005590995,7.513760811649721
183,2,3,7,6,11,0.6065744231729309,1.5086930199066437,11.43221451274805
184,5,1,19,9,3,0.7005251834901774,1.863459187989596,11.6893358321907
123,5,1,11,19,9,0.9687020980107572,0.9393270782383598,16.818872572792074
145,6,4,2,8,9,0.9704245491147012,3.400035638741329,24.902187782196577
38,7,4,16,13,2,0.9195401840802537,1.3133313794264971,30.674443588584516
24,2,2,8,13,0,0.9927118413111957,1.6583219981571458,5.153271847908568
69,4,4,9,10,8,0.922618089849682,4.496511448311697,20.383916778390205
116,1,1,21,0,12,0.604081674914098,1.9704005389940684,4.553922484884849
98,3,1,5,3,0,0.7151337361206047,3.0499102325937515,2.1614232295163878
198,5,3,0,5,1,0.6122496728951051,2.2890470395512965,13.29873311509897
139,3,3,21,4,8,0.6376431874950238,0.8331407933266111,13.074888768477647
144,4,1,11,2,4,0.6875363267803104,2.132887234535173,7.224299786519304
97,5,1,4,1,3,0.8014234185302089,2.336306913661689,5.415827012510877
124,3,2,12,2,8,0.9390128013848071,4.530654958601832,7.448147161495017
187,7,2,14,8,8,0.9447867024628432,1.9600279414085278,19.3732934454887
70,4,1,21,18,1,0.8464807434229186,2.2065850389293056,14.304221109655295
93,1,4,10,18,2,0.971270375626494,4.023035459025506,13.779316694727303
3,7,3,7,16,11,0.8000249306360833,3.9153049304521907,32.39724992767491
148,4,1,4,17,2,0.9556144176532806,4.092283744918209,7.793979871866667
187,6,4,1,10,4,0.7816261025328048,4.791968330342018,25.69027659043887
164,5,1,11,11,12,0.7108900029687529,4.080008742776529,15.793926881315901
147,2,3,1,2,2,0.966565167240171,2.3342369144805093,2.10439824223773
90,1,3,15,17,9,0.7551740302715477,4.196788326041414,16.031194376300302
195,7,2,20,5,5,0.8013616435377846,2.7890358444047227,16.92717803000293
147,7,2,2,6,1,0.7315442530122709,1.7497131463335438,13.389161991612724
148,3,2,9,0,5,0.8651350401162918,1.8631268065895557,6.882808684039469
96,5,2,18,5,5,0.9980124900024142,1.5072907485352924,13.549481677336466
199,2,3,7,17,1,0.6102054195459078,1.1524683101888904,16.96451670523348
52,4,4,6,12,5,0.9599392024028406,1.3302068533414264,22.904429356905375
161,2,4,0,18,5,0.6015704227957062,0.7843012247921872,21.228072686909957
168,5,4,11,6,5,0.7456911524584844,4.498028892195738,19.609522623984617
128,5,1,4,18,11,0.6674427225158057,4.689535143421055,18.184849850745024
39,6,2,15,8,12,0.9029367122690205,3.14046676622253,13.647234788125592
82,6,2,3,2,13,0.6202443363028693,4.282203004739083,13.92917519593087
104,2,3,16,11,4,0.8213939814337312,1.326069961939162,14.194110157370815
129,4,3,23,19,6,0.717970453538125,4.557532213521434,21.35434607826747
11,2,1,20,17,12,0.6534680995458808,2.7786270183372874,17.28824054661063
185,5,1,1,7,14,0.9087272848410564,0.8022424667249979,13.863998649231448
178,5,4,11,8,11,0.6869667337021027,1.135907350223721,27.40743886288248
151,3,3,0,12,4,0.6894700848219756,1.8903940735406772,10.980295289759553
159,6,2,11,7,10,0.7100307140551692,0.6960091115963815,18.085198761575146
42,3,4,11,9,0,0.834706705531211,1.8918202010784961,14.003321374471295
99,1,2,11,16,11,0.8638663726762993,0.7696869490350131,13.256672309369396
7,5,4,18,6,8,0.607041009480538,1.5621242233677133,24.306411545969752
144,3,2,16,16,2,0.6967478544455161,1.695513901353987,11.208433697927852
90,2,1,19,17,1,0.7723883370021132,4.974660393650573,12.884295020456555
112,6,4,23,1,9,0.7327907808644932,1.5599600319364901,18.523046919040254
60,6,2,23,2,5,0.9536682634043544,1.5763390202236114,9.582822959554326
113,4,2,10,18,7,0.9150834923545675,3.5905503576127327,18.590057129934884
2,2,3,12,0,1,0.850356086215531,4.367108653324034,4.034607416498119
129,4,4,7,9,3,0.735216966398816,2.2417493567093896,14.49339857046453
48,3,2,9,13,1,0.8802689379384638,4.440281089733116,13.425280915292856
140,7,3,7,12,11,0.9374552051383178,2.0306390933649068,29.13220963984683
197,1,2,19,8,11,0.8379321509435946,1.386571458267587,14.030761860961304
37,2,4,7,5,8,0.9137845867573516,1.9833747094747558,12.976654025463567
160,2,1,8,5,9,0.8996419845598991,3.2421036826759657,5.827896009964008
9,2,4,6,18,12,0.8286949244641288,2.1521442169043317,19.400012410537983
99,4,4,13,9,14,0.7248732867286044,3.5280221179517994,22.90907035766271
147,3,2,1,2,1,0.8983128632005086,1.5662114574011707,9.065004373007353
48,2,2,10,17,9,0.6827185465430425,3.6544680229511695,16.629777235806227
131,7,4,7,18,1,0.9117953385886135,2.0634726346181003,32.05691710751209
148,2,3,12,4,13,0.9218186768570132,2.5514076722087053,14.615284478889334
152,6,3,20,10,12,0.9288579518281492,3.0098531319930317,22.213226444186656
54,1,3,14,9,4,0.7891663883913831,3.5880125143369717,9.29958778529237
120,6,2,2,16,11,0.6769923071081687,1.5742116133193016,24.37870138687178
161,6,2,22,3,4,0.6398894400264274,4.261754918348647,14.034936030170702
152,1,4,13,17,11,0.8973445001951696,3.748292373898579,18.809897900211006
116,7,1,14,17,6,0.9545045538119252,1.5534406356079975,16.773608586517522
75,3,2,1,0,0,0.8603353435347627,4.887385531713097,0.31310361062001313
113,6,4,18,13,11,0.6576640241553479,3.491586459637063,30.054911858239794
164,3,4,11,7,1,0.9739585794070296,2.535920989100175,14.036274776982813
166,6,1,19,1,10,0.9956408058157278,1.2088729649908236,12.117469642162172
104,5,3,3,18,10,0.7733514439739688,2.8994945103865915,23.80743160276027
84,1,4,2,14,5,0.8379301157095085,1.2414914907220318,9.84659573820406
112,6,4,4,1,1,0.9108914080006631,2.4327125541402967,15.330410335602135
99,5,4,2,3,3,0.8945559160200178,2.339206352327835,15.976788340572757
153,4,3,14,0,9,0.9871148767733797,3.7397283995635706,14.020892617729409
93,5,3,18,18,5,0.6459532364315156,1.365724315509124,26.640475867769823
146,2,1,1,9,12,0.8322899464571223,4.198421096918806,7.178106274369256
128,6,2,11,0,11,0.8767725678692369,1.967595471572746,10.936105823294081
110,5,3,4,19,6,0.956039369675068,2.497948821359488,21.703465234746528
82,3,2,21,14,9,0.9496438510872602,3.9755343899922915,14.065359722001816
194,4,2,16,3,4,0.991199917424516,3.3142657987108164,7.772904788411932
54,7,3,13,6,7,0.8048313815750716,1.8861140831087182,21.495503316772943
163,6,4,21,6,5,0.9323043467252906,2.237913160456465,24.4630297541022
189,2,1,9,17,4,0.7709126832509311,1.8760406629532458,8.40488329234814
169,7,2,2,12,3,0.7689255511424129,3.176465752747207,17.321106737863918
161,5,4,3,9,5,0.7013393457891436,1.9968103994307786,25.230123247440584
68,7,3,5,7,5,0.9272949148076919,3.7656396265241336,24.45443378723141
33,7,2,23,9,5,0.9943260423254062,3.1090422136267675,20.4408393807946
142,4,2,21,13,0,0.7025366913389032,1.1556797528637905,13.581434078651133
21,7,2,15,13,5,0.6224526352084289,1.8962087840594708,18.94492634103204
48,7,4,6,19,0,0.9262169749676029,1.496513488595701,32.29729073505456
148,6,4,14,10,4,0.8480920210139025,2.256409456481684,30.559252916069255
128,4,4,20,5,6,0.9838795202204018,2.8219283879421337,15.771111817285888
136,2,2,19,0,0,0.7008956876307809,2.7804328577784942,5.463882008796605
135,5,2,10,18,12,0.6284110632005124,3.8953565445348004,18.669597290135137
195,4,1,21,6,0,0.7969769043466006,1.351273386207692,6.350016915049786
145,4,1,20,17,12,0.634186409186059,4.759127731838511,19.426157490371267
128,1,4,0,2,12,0.704716000441083,2.0428029809697588,9.737740099010777
33,4,4,4,19,14,0.6503911443276673,1.8511198111226232,30.777346363050135
176,1,3,12,10,5,0.6896528718640315,3.583303601810989,10.567125240137512
187,5,4,20,4,14,0.6424578611285567,4.1248248290737815,25.255062088006643
115,7,1,13,18,6,0.9815623997709142,2.2031229416614404,16.775396027483975
119,6,1,8,1,5,0.7114250853798942,3.860811387022897,5.9350879705038
22,6,1,16,3,4,0.7775590343970262,4.4768118026122465,4.3232502785318925
158,5,2,14,9,5,0.9594447230536889,3.9506164934313084,15.446088636704845
38,5,2,20,1,12,0.8709286351845897,0.6538841850687485,15.462694445120356
109,3,4,6,7,13,0.8472149922247098,4.223160101147847,22.09433925190256
51,7,3,21,0,2,0.8822252761443348,3.985164313044653,14.393389428282768
182,5,3,21,5,8,0.9315289028421527,3.511806071689337,13.68878279706579
8,4,3,11,10,14,0.9510677071407043,3.9201008858955655,21.4504862451853
27,6,2,22,9,4,0.8570558682660105,4.907414281243725,12.974636018436986
27,2,1,5,12,1,0.956002909877623,2.4400079951825733,8.53153070618877
21,6,1,20,0,13,0.8141590109701907,0.8025045572956901,5.260992304698298
30,1,2,15,1,13,0.7109163425073693,2.574004863324725,9.452586238528054
97,6,3,4,2,11,0.9520306835535377,0.7089514492597158,19.50249932731414
28,3,3,8,8,9,0.8165891309652349,1.8241268363980752,11.024144774809091
111,7,4,13,4,9,0.9624550350268937,3.1409590630854156,27.983255222011618
192,5,4,7,9,6,0.6160671255802325,1.8933030181677033,23.35778872714578
197,7,3,13,9,2,0.7590063006164942,3.5842786065929237,22.727773817625124
61,5,2,11,11,0,0.9791220073449873,4.198938474585745,14.245783190769968
48,6,3,9,17,2,0.6998600371033211,2.391976306757916,19.367655706446268
147,2,4,19,0,8,0.976614498415397,4.550620780818516,7.504355886712822
4,2,3,19,2,4,0.9815609844516999,0.859275191076801,5.858817981030594
35,3,2,20,4,6,0.9528569256903444,4.280509238902024,7.7035411975436565
192,1,1,12,16,2,0.8254672180373195,4.228579154476845,9.047008555562781
49,6,2,18,7,3,0.8587757796322554,1.948972533470442,15.691348895040475
17,5,2,14,16,0,0.9478467993799476,1.8442183420607674,12.241776265305488
172,6,4,7,8,2,0.9103588329556738,1.8729274151908069,22.596314908565212
158,3,2,22,5,6,0.8520375397821647,4.151271705549849,8.67141207708845
46,4,2,20,16,3,0.9929037631482811,4.242440694245878,15.295344346108907
117,4,4,9,7,14,0.8742706545334776,1.9837510647245042,20.2968307139805
6,3,4,2,6,1,0.9901927969791045,3.1666565635000783,16.00310718194286
99,5,1,20,6,13,0.6229553898428363,1.1251995324820452,14.811266447097942
124,7,3,2,14,4,0.6555841482968849,2.6095043222645997,30.311902523293412
37,3,2,4,6,14,0.7805835384001962,4.994567828849922,15.119375390129626
24,5,4,15,7,4,0.753951784353726,1.2147761646781108,22.216658279860706
93,2,1,16,8,14,0.9130939365428111,4.764031879820266,11.565048240207952
46,3,3,5,14,1,0.6642456105876815,4.209146248842535,17.897675028174024
